0,1,2,3,4,5,6,7,8
CCC,CCC,BCC,AAA,BBC,AAA,CCC,CBB,BBB
CCC,CCC,CCC,AAA,BCA,AAA,CCC,BBB,BBB
CCC,CCC,CCC,AAA,CAB,AAA,CCB,BBC,BBC
CCC,CCC,CCC,AAA,ABB,AAB,CBB,BCB,BCB
CCB,CCC,CCC,AAA,BBB,ABB,BBB,CBC,CBC
CBB,CCC,CCC,AAA,BBB,BBB,BBB,BCB,BCC
BBB,CCC,CCC,AAA,BBB,BBB,BBB,CBB,CCB
BBA,CCC,CCC,AAA,BBB,BBB,BBB,BBB,CBC
BAA,CCC,CCB,AAA,BBB,BBA,BBB,BBC,BCC
AAB,CCC,CBB,AAA,BBB,BAA,BBC,BCC,CCC
ABA,CCC,BBB,AAA,BBB,AAA,BCB,CCB,CCB
BAB,CCC,BBB,AAA,BBB,AAA,CBB,CBB,CBB
ABC,CCC,BBB,AAC,BBA,AAA,BBB,BBB,BBB
BCC,CCC,BBC,ACC,BAA,AAC,BBA,BBB,BBC
CCC,CCC,BCC,CCC,AAA,ACC,BAB,BBB,BCB
CCC,CCC,CCC,CCB,AAB,CCC,ABB,BBB,CBA
CCC,CCC,CCC,CBB,ABB,CCC,BBC,BBB,BAA
CCC,CCC,CCC,BBB,BBB,CCC,BCB,BBB,AAC
CCC,CCC,CCB,BBB,BBB,CCC,CBB,BBB,ACA
CCB,CCC,CBB,BBB,BBB,CCB,BBB,BBB,CAB
CBC,CCC,BBB,BBB,BBB,CBB,BBB,BBB,ABB
BCB,CCC,BBB,BBB,BBB,BBB,BBB,BBB,BBC
CBB,CCC,BBC,BBC,BBB,BBB,BBC,BBB,BCB
BBB,CCC,BCC,BCC,BBB,BBB,BCB,BBB,CBB
BBB,CCC,CCC,CCC,BBB,BBB,CBB,BBA,BBB
BBA,CCC,CCB,CCC,BBC,BBB,BBA,BAA,BBB
BAB,CCC,CBB,CCC,BCC,BBA,BAB,AAA,BBB
ABB,CCC,BBB,CCB,CCC,BAA,ABB,AAA,BBB
BBA,CCC,BBB,CBB,CCC,AAA,BBB,AAA,BBB
BAA,CCC,BBB,BBB,CCB,AAB,BBC,AAA,BBB
AAA,CCC,BBB,BBB,CBB,ABB,BCC,AAB,BBB
AAB,CCC,BBB,BBB,BBB,BBB,CCB,ABA,BBB
ABA,CCC,BBB,BBA,BBB,BBB,CBB,BAA,BBC
BAA,CCC,BBC,BAA,BBB,BBB,BBB,AAB,BCC
AAA,CCC,BCB,AAA,BBB,BBB,BBB,ABB,CCB
AAB,CCC,CBC,AAA,BBB,BBB,BBA,BBB,CBB
ABA,CCC,BCB,AAA,BBA,BBB,BAA,BBB,BBA
BAB,CCC,CBC,AAA,BAA,BBB,AAB,BBB,BAB
ABA,CCC,BCC,AAA,AAB,BBA,ABB,BBB,ABA
BAB,CCC,CCC,AAA,ABB,BAB,BBC,BBA,BAB
ABB,CCC,CCC,AAA,BBB,ABB,BCB,BAB,ABB
BBB,CCC,CCA,AAA,BBB,BBB,CBA,ABB,BBA
BBB,CCC,CAC,AAA,BBB,BBB,BAB,BBB,BAA
BBB,CCC,ACC,AAA,BBB,BBC,ABB,BBB,AAA
BBB,CCC,CCA,AAA,BBB,BCB,BBB,BBB,AAB
BBB,CCC,CAA,AAA,BBB,CBB,BBA,BBB,ABA
BBB,CCC,AAB,AAB,BBB,BBB,BAB,BBC,BAB
BBA,CCC,ABA,ABB,BBB,BBB,ABA,BCC,ABA
BAA,CCC,BAA,BBB,BBA,BBB,BAA,CCB,BAA
AAA,CCC,AAB,BBB,BAA,BBB,AAB,CBB,AAC
AAA,CCC,ABA,BBB,AAA,BBB,ABC,BBC,ACC
AAB,CCC,BAB,BBA,AAA,BBB,BCC,BCC,CCC
ABB,CCC,ABC,BAB,AAA,BBB,CCB,CCC,CCB
BBC,CCC,BCB,ABA,AAA,BBB,CBA,CCC,CBB
BCB,CCC,CBC,BAA,AAA,BBA,BAB,CCC,BBB
CBB,CCC,BCC,AAB,AAA,BAA,ABB,CCC,BBB
BBB,CCC,CCC,ABB,AAA,AAA,BBA,CCB,BBB
BBC,CCC,CCB,BBA,AAA,AAA,BAB,CBB,BBB
BCC,CCC,CBB,BAA,AAA,AAA,ABC,BBB,BBB
CCC,CCC,BBC,AAC,AAA,AAA,BCC,BBB,BBB
CCC,CCC,BCB,ACC,AAA,AAA,CCC,BBA,BBB
CCC,CCC,CBB,CCC,AAA,AAA,CCA,BAA,BBB
CCB,CCC,BBC,CCB,AAA,AAA,CAB,AAA,BBB
CBC,CCC,BCB,CBB,AAA,AAA,ABB,AAB,BBB
BCC,CCC,CBC,BBB,AAA,AAA,BBB,ABB,BBA
CCB,CCC,BCC,BBB,AAA,AAB,BBC,BBB,BAC
CBC,CCC,CCB,BBA,AAA,ABA,BCC,BBB,ACB
BCC,CCC,CBA,BAA,AAA,BAA,CCA,BBB,CBB
CCC,CCC,BAB,AAB,AAA,AAA,CAC,BBA,BBB
CCB,CCC,ABC,ABB,AAA,AAA,ACB,BAA,BBC
CBB,CCC,BCC,BBA,AAA,AAA,CBB,AAA,BCB
BBB,CCC,CCA,BAB,AAA,AAA,BBC,AAA,CBB
BBB,CCC,CAB,ABB,AAA,AAB,BCC,AAA,BBB
BBA,CCC,ABA,BBB,AAA,ABB,CCC,AAA,BBB
BAB,CCC,BAA,BBA,AAA,BBB,CCB,AAB,BBC
ABB,CCC,AAA,BAA,AAA,BBB,CBC,ABC,BCC
BBA,CCC,AAB,AAB,AAA,BBB,BCB,BCC,CCC
BAA,CCC,ABA,ABB,AAC,BBC,CBA,CCA,CCC
AAA,CCC,BAA,BBA,ACC,BCA,BAA,CAA,CCA
AAA,CCC,AAA,BAA,CCC,CAB,AAA,AAA,CAC
AAA,CCC,AAA,AAA,CCC,ABA,AAA,AAA,ACC
AAA,CCC,AAA,AAA,CCC,BAA,AAA,AAA,CCC
AAA,CCC,AAA,AAA,CCC,AAA,AAA,AAA,CCC
AAA,CCC,AAA,AAA,CCB,AAA,AAA,AAA,CCC
AAA,CCC,AAA,AAA,CBC,AAA,AAA,AAA,CCC
AAA,CCC,AAA,AAA,BCC,AAA,AAA,AAA,CCC
AAA,CCC,AAA,AAA,CCB,AAA,AAA,AAA,CCB
AAB,CCC,AAA,AAA,CBB,AAA,AAB,AAA,CBB
ABB,CCC,AAA,AAA,BBA,AAB,ABB,AAB,BBA
BBB,CCC,AAA,AAB,BAB,ABB,BBB,ABB,BAA
BBB,CCC,AAB,ABB,ABA,BBB,BBC,BBB,AAA
BBC,CCC,ABB,BBB,BAA,BBB,BCC,BBB,AAA
BCC,CCC,BBB,BBB,AAA,BBC,CCC,BBB,AAA
CCC,CCC,BBC,BBC,AAA,BCC,CCC,BBC,AAA
CCC,CCC,BCC,BCC,AAA,CCC,CCC,BCC,AAB
CCC,CCC,CCC,CCC,AAA,CCC,CCC,CCC,ABB
CCC,CCC,CCC,CCC,AAA,CCC,CCC,CCC,BBB
CCC,CCC,CCC,CCC,AAB,CCC,CCC,CCC,BBB
CCC,CCC,CCC,CCC,ABB,CCC,CCC,CCC,BBB
CCC,CCC,CCC,CCC,BBC,CCC,CCC,CCC,BBB
CCC,CCC,CCC,CCC,BCC,CCC,CCC,CCB,BBC
CCC,CCC,CCC,CCC,CCC,CCB,CCC,CBB,BCC
CCC,CCC,CCB,CCC,CCC,CBB,CCB,BBB,CCC
CCB,CCC,CBB,CCC,CCB,BBB,CBB,BBB,CCB
CBB,CCC,BBB,CCC,CBB,BBB,BBB,BBC,CBC
BBB,CCC,BBB,CCC,BBB,BBB,BBB,BCC,BCC
BBB,CCC,BBB,CCB,BBB,BBB,BBB,CCC,CCC
BBB,CCC,BBC,CBB,BBA,BBB,BBB,CCC,CCC
BBC,CCC,BCC,BBB,BAA,BBB,BBB,CCC,CCC
BCC,CCC,CCC,BBB,AAA,BBB,BBB,CCC,CCC
CCB,CCC,CCB,BBB,AAA,BBB,BBB,CCC,CCC
CBA,CCC,CBB,BBB,AAA,BBC,BBB,CCB,CCC
BAB,CCC,BBB,BBB,AAA,BCC,BBB,CBB,CCB
ABB,CCC,BBC,BBC,AAA,CCC,BBB,BBB,CBB
BBB,CCC,BCC,BCB,AAB,CCC,BBB,BBB,BBC
BBB,CCC,CCC,CBB,ABB,CCC,BBC,BBB,BCC
BBB,CCC,CCB,BBC,BBB,CCC,BCC,BBB,CCC
BBA,CCC,CBA,BCC,BBB,CCC,CCB,BBB,CCB
BAA,CCC,BAA,CCB,BBB,CCC,CBB,BBC,CBB
AAA,CCC,AAA,CBB,BBB,CCC,BBC,BCC,BBA
AAB,CCC,AAA,BBB,BBB,CCC,BCC,CCC,BAA
ABB,CCC,AAA,BBB,BBA,CCB,CCC,CCC,AAA
BBB,CCC,AAA,BBB,BAA,CBB,CCB,CCC,AAA
BBA,CCC,AAA,BBC,AAA,BBB,CBB,CCB,AAA
BAB,CCC,AAA,BCC,AAA,BBB,BBB,CBB,AAB
ABB,CCC,AAB,CCB,AAA,BBB,BBB,BBB,ABB
BBB,CCC,ABB,CBB,AAA,BBB,BBB,BBC,BBB
BBB,CCC,BBC,BBB,AAA,BBB,BBB,BCB,BBB
BBB,CCC,BCC,BBC,AAA,BBB,BBB,CBC,BBB
BBB,CCC,CCC,BCC,AAA,BBA,BBA,BCC,BBB
BBA,CCC,CCB,CCC,AAA,BAA,BAA,CCC,BBA
BAB,CCC,CBB,CCB,AAA,AAA,AAA,CCB,BAA
ABB,CCC,BBB,CBB,AAA,AAC,AAB,CBB,AAA
BBB,CCC,BBB,BBB,AAA,ACA,ABA,BBB,AAA
BBC,CCC,BBC,BBA,AAC,CAA,BAA,BBB,AAB
BCB,CCC,BCB,BAA,ACB,AAB,AAB,BBB,ABB
CBB,CCC,CBC,AAA,CBC,ABB,ABB,BBB,BBC
BBC,CCC,BCC,AAA,BCB,BBB,BBC,BBB,BCC
BCC,CCC,CCB,AAA,CBB,BBB,BCC,BBA,CCC
CCB,CCC,CBB,AAB,BBB,BBB,CCC,BAA,CCB
CBB,CCC,BBA,ABB,BBC,BBB,CCC,AAA,CBB
BBB,CCC,BAA,BBB,BCC,BBB,CCC,AAB,BBB
BBB,CCC,AAB,BBB,CCB,BBB,CCB,ABB,BBB
BBB,CCC,ABA,BBC,CBB,BBA,CBB,BBB,BBB
BBB,CCC,BAA,BCC,BBB,BAB,BBB,BBB,BBB
BBB,CCC,AAA,CCC,BBB,ABA,BBB,BBA,BBB
BBB,CCC,AAA,CCC,BBC,BAA,BBA,BAA,BBB
BBA,CCC,AAB,CCC,BCC,AAA,BAA,AAA,BBB
BAB,CCC,ABB,CCC,CCC,AAB,AAB,AAA,BBC
ABB,CCC,BBB,CCB,CCB,ABB,ABB,AAB,BCC
BBB,CCC,BBB,CBB,CBB,BBB,BBB,ABC,CCC
BBB,CCC,BBB,BBB,BBC,BBB,BBB,BCB,CCC
BBB,CCC,BBB,BBB,BCC,BBB,BBB,CBC,CCC
BBB,CCC,BBC,BBB,CCB,BBB,BBB,BCC,CCC
BBB,CCC,BCC,BBB,CBB,BBA,BBB,CCB,CCB
BBA,CCC,CCC,BBB,BBB,BAA,BBC,CBB,CBB
BAA,CCC,CCC,BBA,BBB,AAA,BCB,BBC,BBB
AAB,CCC,CCB,BAA,BBA,AAA,CBB,BCC,BBB
ABB,CCC,CBB,AAA,BAA,AAB,BBB,CCB,BBA
BBC,CCC,BBB,AAA,AAB,ABB,BBB,CBB,BAA
BCC,CCC,BBB,AAB,ABA,BBB,BBB,BBB,AAA
CCC,CCC,BBC,ABB,BAB,BBB,BBB,BBB,AAB
CCC,CCC,BCB,BBB,ABB,BBA,BBB,BBB,ABB
CCB,CCC,CBA,BBB,BBB,BAA,BBB,BBB,BBB
CBB,CCC,BAA,BBA,BBB,AAB,BBB,BBB,BBA
BBB,CCC,AAB,BAA,BBB,ABC,BBB,BBA,BAA
BBB,CCC,ABB,AAA,BBB,BCC,BBB,BAB,AAA
BBB,CCC,BBC,AAB,BBB,CCC,BBA,ABB,AAA
BBB,CCC,BCB,ABB,BBB,CCC,BAB,BBA,AAC
BBB,CCC,CBB,BBB,BBB,CCC,ABB,BAB,ACC
BBC,CCC,BBB,BBA,BBB,CCB,BBB,ABB,CCB
BCB,CCC,BBB,BAA,BBB,CBB,BBC,BBB,CBB
CBC,CCC,BBB,AAB,BBA,BBC,BCA,BBA,BBB
BCC,CCC,BBA,ABB,BAA,BCC,CAA,BAA,BBB
CCB,CCC,BAA,BBB,AAA,CCC,AAA,AAB,BBA
CBC,CCC,AAB,BBB,AAA,CCC,AAB,ABB,BAA
BCB,CCC,ABB,BBB,AAA,CCC,ABB,BBB,AAB
CBC,CCC,BBB,BBB,AAA,CCB,BBA,BBB,ABB
BCC,CCC,BBB,BBB,AAA,CBB,BAA,BBB,BBA
CCB,CCC,BBB,BBA,AAA,BBB,AAA,BBB,BAB
CBB,CCC,BBC,BAA,AAA,BBA,AAA,BBB,ABB
BBB,CCC,BCC,AAA,AAA,BAA,AAB,BBB,BBB
BBB,CCC,CCC,AAA,AAA,AAA,ABC,BBB,BBB
BBB,CCC,CCB,AAB,AAA,AAB,BCC,BBA,BBB
BBB,CCC,CBA,ABB,AAA,ABA,CCC,BAA,BBC
BBA,CCC,BAA,BBB,AAA,BAB,CCB,AAA,BCB
BAA,CCC,AAC,BBB,AAC,ABA,CBA,AAA,CBC
AAA,CCC,ACB,BBB,ACC,BAA,BAA,AAB,BCC
AAA,CCC,CBA,BBB,CCC,AAA,AAA,ABB,CCC
AAA,CCC,BAA,BBA,CCB,AAA,AAA,BBC,CCC
AAA,CCC,AAA,BAA,CBB,AAA,AAA,BCC,CCC
AAA,CCC,AAA,AAA,BBB,AAA,AAA,CCC,CCC
AAA,CCC,AAC,AAA,BBC,AAA,AAB,CCC,CCC
AAB,CCC,ACC,AAA,BCB,AAA,ABA,CCC,CCB
ABB,CCC,CCC,AAA,CBB,AAA,BAB,CCB,CBB
BBB,CCC,CCB,AAA,BBA,AAA,ABB,CBB,BBB
BBB,CCC,CBB,AAA,BAB,AAB,BBB,BBB,BBA
BBB,CCC,BBB,AAA,ABB,ABB,BBC,BBB,BAA
BBC,CCC,BBB,AAA,BBB,BBB,BCC,BBA,AAA
BCC,CCC,BBC,AAB,BBA,BBB,CCC,BAA,AAA
CCC,CCC,BCB,ABB,BAA,BBC,CCC,AAB,AAA
CCC,CCC,CBB,BBB,AAA,BCC,CCC,ABB,AAB
CCC,CCC,BBB,BBC,AAA,CCC,CCC,BBA,ABB
CCC,CCC,BBC,BCB,AAA,CCC,CCC,BAA,BBB
CCC,CCC,BCC,CBC,AAA,CCC,CCB,AAA,BBB
CCC,CCC,CCB,BCC,AAA,CCC,CBC,AAA,BBB
CCC,CCC,CBC,CCC,AAB,CCC,BCC,AAA,BBB
CCC,CCC,BCB,CCC,ABB,CCC,CCC,AAA,BBB
CCC,CCC,CBB,CCC,BBB,CCC,CCC,AAB,BBC
CCC,CCC,BBA,CCC,BBA,CCC,CCC,ABB,BCA
CCC,CCC,BAB,CCC,BAB,CCC,CCC,BBB,CAA
CCC,CCC,ABA,CCC,ABB,CCB,CCC,BBB,AAB
CCC,CCC,BAA,CCC,BBC,CBB,CCC,BBB,ABB
CCB,CCC,AAB,CCC,BCC,BBB,CCB,BBB,BBB
CBB,CCC,ABB,CCC,CCB,BBB,CBB,BBB,BBB
BBC,CCC,BBB,CCC,CBB,BBB,BBB,BBB,BBC
BCC,CCC,BBB,CCC,BBC,BBB,BBA,BBB,BCB
CCC,CCC,BBB,CCB,BCC,BBB,BAA,BBB,CBB
CCB,CCC,BBA,CBB,CCC,BBA,AAB,BBB,BBB
CBB,CCC,BAB,BBB,CCB,BAA,ABB,BBB,BBC
BBB,CCC,ABB,BBB,CBC,AAC,BBB,BBB,BCC
BBB,CCC,BBB,BBB,BCC,ACC,BBB,BBB,CCC
BBB,CCC,BBA,BBB,CCC,CCC,BBB,BBA,CCB
BBB,CCC,BAA,BBB,CCC,CCB,BBB,BAA,CBB
BBB,CCC,AAA,BBA,CCB,CBB,BBB,AAA,BBB
BBB,CCC,AAA,BAC,CBB,BBB,BBB,AAA,BBB
BBB,CCC,AAA,ACC,BBB,BBB,BBB,AAA,BBB
BBB,CCC,AAB,CCC,BBB,BBB,BBB,AAA,BBB
BBB,CCC,ABA,CCB,BBB,BBB,BBC,AAA,BBB
BBB,CCC,BAB,CBB,BBA,BBB,BCB,AAA,BBB
BBB,CCC,ABB,BBB,BAA,BBC,CBB,AAA,BBB
BBA,CCC,BBB,BBB,AAB,BCC,BBA,AAC,BBB
BAB,CCC,BBB,BBB,ABB,CCC,BAA,ACC,BBB
ABB,CCC,BBB,BBA,BBC,CCC,AAB,CCC,BBB
BBB,CCC,BBC,BAA,BCC,CCC,ABB,CCC,BBB
BBA,CCC,BCB,AAA,CCB,CCB,BBA,CCC,BBB
BAB,CCC,CBC,AAB,CBA,CBB,BAA,CCB,BBC
ABB,CCC,BCC,ABB,BAA,BBB,AAA,CBB,BCC
BBA,CCC,CCC,BBB,AAA,BBB,AAA,BBA,CCC
BAA,CCC,CCB,BBB,AAA,BBB,AAB,BAC,CCB
AAB,CCC,CBB,BBB,AAB,BBA,ABB,ACC,CBB
ABA,CCC,BBA,BBC,ABA,BAA,BBB,CCB,BBC
BAB,CCC,BAB,BCC,BAC,AAA,BBB,CBB,BCB
ABB,CCC,ABB,CCC,ACB,AAA,BBB,BBA,CBB
BBB,CCC,BBA,CCB,CBC,AAA,BBB,BAB,BBC
BBC,CCC,BAA,CBB,BCC,AAA,BBB,ABB,BCB
BCB,CCC,AAA,BBB,CCC,AAB,BBB,BBB,CBC
CBB,CCC,AAB,BBA,CCC,ABB,BBA,BBB,BCC
BBB,CCC,ABB,BAB,CCB,BBB,BAB,BBA,CCC
BBB,CCC,BBB,ABA,CBB,BBA,ABB,BAA,CCB
BBB,CCC,BBA,BAB,BBC,BAA,BBB,AAA,CBB
BBB,CCC,BAA,ABB,BCC,AAA,BBB,AAB,BBB
BBB,CCC,AAA,BBA,CCB,AAA,BBB,ABA,BBA
BBC,CCC,AAA,BAA,CBB,AAA,BBB,BAB,BAB
BCB,CCC,AAA,AAA,BBB,AAA,BBB,ABB,ABA
CBB,CCC,AAA,AAB,BBB,AAA,BBB,BBB,BAA
BBB,CCC,AAB,ABC,BBB,AAA,BBC,BBB,AAB
BBB,CCC,ABB,BCC,BBB,AAB,BCC,BBB,ABA
BBB,CCC,BBB,CCC,BBC,ABB,CCC,BBC,BAB
BBB,CCC,BBB,CCB,BCC,BBB,CCB,BCC,ABB
BBB,CCC,BBC,CBC,CCC,BBB,CBB,CCC,BBB
BBC,CCC,BCB,BCB,CCC,BBB,BBB,CCC,BBB
BCB,CCC,CBB,CBC,CCC,BBA,BBB,CCC,BBC
CBB,CCC,BBC,BCC,CCC,BAB,BBB,CCC,BCC
BBB,CCC,BCB,CCB,CCC,ABC,BBB,CCB,CCC
BBC,CCC,CBC,CBA,CCB,BCC,BBB,CBB,CCC
BCC,CCC,BCC,BAA,CBB,CCB,BBB,BBB,CCB
CCB,CCC,CCC,AAA,BBB,CBB,BBB,BBB,CBC
CBB,CCC,CCC,AAA,BBB,BBC,BBB,BBB,BCC
BBC,CCC,CCB,AAA,BBA,BCB,BBB,BBB,CCB
BCC,CCC,CBB,AAA,BAA,CBC,BBB,BBA,CBB
CCB,CCC,BBC,AAA,AAA,BCB,BBB,BAB,BBA
CBB,CCC,BCC,AAB,AAA,CBB,BBC,ABB,BAA
BBA,CCC,CCC,ABB,AAB,BBB,BCC,BBB,AAB
BAB,CCC,CCC,BBC,ABB,BBB,CCC,BBB,ABB
ABC,CCC,CCB,BCB,BBB,BBB,CCC,BBB,BBB
BCC,CCC,CBC,CBB,BBB,BBB,CCB,BBB,BBB
CCB,CCC,BCC,BBB,BBA,BBB,CBB,BBB,BBB
CBB,CCC,CCC,BBB,BAA,BBB,BBB,BBB,BBB
BBB,CCC,CCB,BBC,AAA,BBB,BBB,BBB,BBB
BBC,CCC,CBB,BCC,AAA,BBC,BBB,BBB,BBB
BCC,CCC,BBC,CCB,AAB,BCB,BBB,BBA,BBC
CCA,CCC,BCC,CBC,ABC,CBC,BBB,BAA,BCC
CAA,CCC,CCC,BCC,BCC,BCB,BBB,AAA,CCC
AAB,CCC,CCC,CCC,CCC,CBB,BBB,AAA,CCC
ABB,CCC,CCB,CCC,CCC,BBB,BBB,AAA,CCC
BBB,CCC,CBB,CCB,CCC,BBB,BBC,AAB,CCB
BBA,CCC,BBA,CBB,CCB,BBB,BCC,ABB,CBC
BAB,CCC,BAA,BBB,CBB,BBB,CCC,BBB,BCC
ABB,CCC,AAA,BBA,BBA,BBB,CCC,BBB,CCC
BBB,CCC,AAA,BAB,BAA,BBC,CCC,BBB,CCC
BBB,CCC,AAB,ABB,AAA,BCC,CCB,BBB,CCC
BBB,CCC,ABC,BBA,AAA,CCA,CBC,BBC,CCC
BBA,CCC,BCC,BAA,AAB,CAA,BCC,BCC,CCC
BAC,CCC,CCC,AAA,ABC,AAA,CCC,CCC,CCC
ACC,CCC,CCC,AAA,BCC,AAA,CCC,CCC,CCC
CCC,CCC,CCC,AAB,CCC,AAA,CCC,CCC,CCC
CCC,CCC,CCC,ABA,CCC,AAA,CCC,CCC,CCC
CCC,CCC,CCC,BAB,CCC,AAA,CCC,CCC,CCC
CCC,CCC,CCC,ABB,CCC,AAA,CCC,CCC,CCC
CCC,CCC,CCC,BBB,CCB,AAA,CCC,CCC,CCC
CCC,CCC,CCC,BBC,CBB,AAA,CCC,CCC,CCC
CCC,CCC,CCC,BCB,BBC,AAA,CCC,CCC,CCB
CCB,CCC,CCB,CBB,BCB,AAA,CCB,CCC,CBB
CBB,CCC,CBB,BBB,CBB,AAB,CBB,CCB,BBB
BBB,CCC,BBB,BBB,BBB,ABB,BBB,CBB,BBA
BBA,CCC,BBA,BBB,BBC,BBB,BBB,BBB,BAA
BAA,CCC,BAA,BBC,BCC,BBC,BBA,BBA,AAA
AAA,CCC,AAA,BCC,CCB,BCB,BAB,BAA,AAA
AAA,CCC,AAA,CCC,CBB,CBB,ABA,AAA,AAA
AAA,CCC,AAA,CCC,BBC,BBC,BAA,AAA,AAA
AAA,CCC,AAB,CCB,BCB,BCC,AAA,AAA,AAA
AAA,CCC,ABA,CBB,CBB,CCC,AAA,AAA,AAA
AAA,CCC,BAA,BBB,BBA,CCC,AAA,AAA,AAA
AAA,CCC,AAA,BBA,BAA,CCB,AAA,AAA,AAB
AAA,CCC,AAA,BAA,AAA,CBB,AAA,AAA,ABB
AAA,CCC,AAA,AAA,AAA,BBC,AAA,AAA,BBB
AAA,CCC,AAA,AAA,AAA,BCB,AAA,AAA,BBB
AAA,CCC,AAA,AAB,AAA,CBB,AAB,AAA,BBA
AAB,CCC,AAA,ABB,AAA,BBC,ABB,AAB,BAB
ABA,CCC,AAA,BBB,AAB,BCC,BBB,ABB,ABA
BAA,CCC,AAA,BBB,ABB,CCC,BBB,BBB,BAA
AAB,CCC,AAA,BBB,BBB,CCC,BBB,BBB,AAA
ABB,CCC,AAB,BBB,BBB,CCC,BBC,BBB,AAA
BBA,CCC,ABB,BBB,BBB,CCB,BCB,BBB,AAB
BAB,CCC,BBB,BBB,BBB,CBB,CBB,BBC,ABB
ABB,CCC,BBB,BBB,BBB,BBB,BBB,BCC,BBA
BBB,CCC,BBB,BBB,BBC,BBB,BBB,CCB,BAB
BBB,CCC,BBB,BBB,BCC,BBB,BBB,CBB,ABA
BBB,CCC,BBC,BBB,CCC,BBB,BBB,BBB,BAA
BBB,CCC,BCC,BBB,CCB,BBB,BBB,BBB,AAA
BBC,CCC,CCB,BBA,CBB,BBA,BBB,BBB,AAA
BCC,CCC,CBB,BAA,BBB,BAB,BBC,BBB,AAB
CCC,CCC,BBB,AAA,BBC,ABB,BCB,BBB,ABB
CCC,CCC,BBA,AAA,BCC,BBB,CBB,BBB,BBB
CCB,CCC,BAA,AAC,CCC,BBB,BBB,BBA,BBB
CBB,CCC,AAB,ACC,CCC,BBB,BBC,BAA,BBB
BBB,CCC,ABA,CCC,CCC,BBB,BCB,AAA,BBB
BBB,CCC,BAB,CCC,CCB,BBB,CBA,AAA,BBB
BBB,CCC,ABA,CCC,CBB,BBB,BAB,AAA,BBB
BBB,CCC,BAB,CCC,BBB,BBB,ABB,AAA,BBB
BBA,CCC,ABB,CCC,BBB,BBA,BBA,AAA,BBB
BAA,CCC,BBB,CCC,BBC,BAA,BAA,AAA,BBB
AAA,CCC,BBB,CCC,BCB,AAB,AAB,AAB,BBC
AAB,CCC,BBA,CCC,CBA,ABB,ABB,ABB,BCC
ABB,CCC,BAA,CCB,BAA,BBB,BBC,BBC,CCC
BBB,CCC,AAA,CBB,AAA,BBB,BCB,BCB,CCC
BBB,CCC,AAB,BBB,AAA,BBB,CBB,CBB,CCC
BBB,CCC,ABB,BBB,AAA,BBB,BBA,BBB,CCC
BBB,CCC,BBC,BBB,AAB,BBB,BAA,BBB,CCC
BBA,CCC,BCB,BBA,ABB,BBB,AAA,BBB,CCC
BAC,CCC,CBB,BAA,BBA,BBB,AAA,BBA,CCC
ACC,CCC,BBB,AAA,BAB,BBB,AAA,BAA,CCB
CCC,CCC,BBC,AAA,ABC,BBA,AAA,AAA,CBB
CCB,CCC,BCC,AAA,BCC,BAB,AAA,AAB,BBB
CBB,CCC,CCC,AAA,CCC,ABB,AAA,ABB,BBA
BBC,CCC,CCC,AAA,CCC,BBB,AAB,BBC,BAA
BCC,CCC,CCC,AAB,CCC,BBB,ABB,BCB,AAA
CCC,CCC,CCC,ABB,CCC,BBB,BBB,CBB,AAA
CCC,CCC,CCC,BBA,CCC,BBB,BBC,BBC,AAB
CCC,CCC,CCC,BAA,CCB,BBB,BCB,BCB,ABB
CCC,CCC,CCC,AAA,CBB,BBB,CBB,CBA,BBA
CCB,CCC,CCB,AAA,BBB,BBB,BBA,BAB,BAB
CBB,CCC,CBB,AAA,BBB,BBB,BAA,ABA,ABB
BBB,CCC,BBB,AAB,BBB,BBA,AAA,BAB,BBB
BBB,CCC,BBB,ABC,BBA,BAA,AAA,ABB,BBC
BBB,CCC,BBA,BCB,BAA,AAA,AAB,BBC,BCA
BBB,CCC,BAA,CBB,AAA,AAA,ABB,BCB,CAA
BBB,CCC,AAA,BBB,AAB,AAA,BBB,CBB,AAA
BBB,CCC,AAA,BBB,ABA,AAA,BBB,BBB,AAA
BBB,CCC,AAB,BBB,BAA,AAA,BBA,BBB,AAB
BBB,CCC,ABB,BBB,AAB,AAA,BAB,BBB,ABB
BBB,CCC,BBB,BBB,ABB,AAA,ABB,BBB,BBB
BBB,CCC,BBB,BBB,BBB,AAA,BBB,BBA,BBB
BBA,CCC,BBB,BBB,BBB,AAA,BBB,BAA,BBB
BAA,CCC,BBC,BBB,BBC,AAA,BBB,AAA,BBB
AAA,CCC,BCA,BBB,BCB,AAA,BBC,AAB,BBB
AAA,CCC,CAA,BBB,CBA,AAA,BCB,ABA,BBB
AAB,CCC,AAA,BBC,BAA,AAA,CBC,BAB,BBB
ABB,CCC,AAA,BCB,AAA,AAA,BCB,ABB,BBB
BBC,CCC,AAA,CBC,AAA,AAA,CBB,BBB,BBC
BCC,CCC,AAB,BCC,AAB,AAA,BBB,BBB,BCC
CCA,CCC,ABB,CCC,ABB,AAA,BBB,BBB,CCB
CAB,CCC,BBB,CCC,BBB,AAA,BBB,BBC,CBC
ABB,CCC,BBB,CCB,BBB,AAA,BBC,BCC,BCB
BBB,CCC,BBC,CBB,BBB,AAA,BCC,CCC,CBB
BBB,CCC,BCC,BBA,BBA,AAA,CCC,CCC,BBB
BBB,CCC,CCA,BAC,BAA,AAA,CCC,CCC,BBB
