0,1,2,3,4,5,6,7
CBB,CCC,CBB,BBC,CBB,BBA,BBC,AAC
BBC,CCC,BBC,BCA,BBA,BAA,BCC,ACB
BCC,CCC,BCC,CAA,BAA,AAA,CCC,CBA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,BAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCB,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CBC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
BCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCC,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CCB,AAA,AAA,AAA,CCC,AAA
CCC,CCC,CBB,AAB,AAB,AAB,CCC,AAB
CCB,CCC,BBB,ABB,ABB,ABB,CCB,ABB
CBB,CCC,BBA,BBC,BBB,BBB,CBB,BBC
BBB,CCC,BAA,BCC,BBB,BBC,BBB,BCC
BBA,CCC,AAA,CCC,BBC,BCC,BBA,CCC
BAA,CCC,AAA,CCC,BCC,CCC,BAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCC,CCC,CCC,AAA,CCC
AAA,CCC,AAA,CCB,CCC,CCC,AAA,CCC
AAB,CCC,AAA,CBB,CCC,CCC,AAA,CCC
ABA,CCC,AAA,BBB,CCC,CCC,AAA,CCB
BAB,CCC,AAA,BBB,CCC,CCC,AAA,CBB
ABA,CCC,AAA,BBB,CCC,CCC,AAA,BBB
BAA,CCC,AAA,BBB,CCC,CCC,AAA,BBB
AAA,CCC,AAA,BBB,CCC,CCC,AAA,BBB
AAA,CCC,AAA,BBA,CCC,CCC,AAA,BBB
AAA,CCC,AAA,BAA,CCC,CCC,AAA,BBB
AAA,CCC,AAA,AAA,CCB,CCC,AAA,BBA
AAA,CCC,AAA,AAA,CBC,CCC,AAA,BAA
AAA,CCC,AAA,AAB,BCC,CCC,AAA,AAA
AAA,CCC,AAA,ABA,CCC,CCC,AAA,AAA
AAA,CCC,AAA,BAB,CCC,CCC,AAB,AAA
AAB,CCC,AAA,ABB,CCC,CCC,ABA,AAA
ABA,CCC,AAA,BBC,CCC,CCC,BAA,AAB
BAA,CCC,AAA,BCC,CCC,CCC,AAA,ABB
AAA,CCC,AAA,CCB,CCC,CCC,AAA,BBB
AAB,CCC,AAA,CBB,CCC,CCC,AAA,BBB
ABA,CCC,AAB,BBB,CCC,CCC,AAA,BBB
BAA,CCC,ABA,BBB,CCC,CCC,AAB,BBB
AAC,CCC,BAB,BBB,CCC,CCB,ABB,BBB
ACB,CCC,ABA,BBB,CCC,CBB,BBA,BBC
CBB,CCC,BAA,BBB,CCC,BBB,BAA,BCB
BBA,CCC,AAA,BBB,CCB,BBA,AAA,CBB
BAA,CCC,AAB,BBB,CBB,BAB,AAA,BBA
AAB,CCC,ABA,BBC,BBB,ABB,AAA,BAA
ABC,CCC,BAA,BCC,BBB,BBB,AAA,AAA
BCC,CCC,AAA,CCB,BBB,BBB,AAB,AAB
CCB,CCC,AAA,CBB,BBB,BBB,ABB,ABB
CBB,CCC,AAA,BBA,BBC,BBB,BBB,BBB
BBB,CCC,AAB,BAA,BCC,BBB,BBB,BBA
BBB,CCC,ABA,AAB,CCB,BBA,BBA,BAB
BBB,CCC,BAA,ABC,CBA,BAB,BAB,ABC
BBC,CCC,AAB,BCC,BAA,ABB,ABB,BCC
BCA,CCC,ABA,CCB,AAA,BBB,BBB,CCC
CAC,CCC,BAB,CBB,AAA,BBB,BBA,CCB
ACB,CCC,ABA,BBC,AAB,BBB,BAA,CBB
CBA,CCC,BAA,BCB,ABA,BBA,AAA,BBB
BAB,CCC,AAB,CBB,BAC,BAA,AAB,BBB
ABA,CCC,ABB,BBB,ACB,AAA,ABA,BBA
BAB,CCC,BBB,BBB,CBB,AAA,BAB,BAA
ABB,CCC,BBB,BBB,BBA,AAA,ABB,AAB
BBB,CCC,BBC,BBC,BAA,AAA,BBA,ABB
BBB,CCC,BCB,BCB,AAB,AAA,BAB,BBB
BBB,CCC,CBB,CBC,ABA,AAB,ABB,BBB
BBB,CCC,BBB,BCC,BAB,ABB,BBA,BBA
BBB,CCC,BBC,CCC,ABC,BBB,BAA,BAB
BBA,CCC,BCB,CCB,BCB,BBB,AAA,ABB
BAA,CCC,CBA,CBA,CBB,BBC,AAA,BBB
AAA,CCC,BAB,BAA,BBB,BCC,AAA,BBC
AAB,CCC,ABB,AAA,BBC,CCB,AAA,BCC
ABB,CCC,BBB,AAB,BCC,CBC,AAA,CCC
BBB,CCC,BBB,ABB,CCC,BCC,AAA,CCB
BBB,CCC,BBC,BBB,CCC,CCC,AAA,CBC
BBB,CCC,BCB,BBB,CCB,CCB,AAB,BCB
BBB,CCC,CBB,BBB,CBA,CBB,ABA,CBB
BBB,CCC,BBC,BBB,BAB,BBA,BAA,BBB
BBA,CCC,BCB,BBC,ABB,BAB,AAB,BBB
BAA,CCC,CBB,BCC,BBA,ABA,ABB,BBB
AAB,CCC,BBB,CCC,BAA,BAA,BBC,BBC
ABA,CCC,BBC,CCC,AAB,AAA,BCC,BCA
BAA,CCC,BCB,CCC,ABB,AAB,CCC,CAA
AAB,CCC,CBC,CCB,BBB,ABA,CCC,AAA
ABB,CCC,BCB,CBB,BBB,BAB,CCC,AAA
BBB,CCC,CBA,BBB,BBC,ABB,CCA,AAC
BBB,CCC,BAA,BBB,BCB,BBA,CAB,ACB
BBB,CCC,AAB,BBB,CBB,BAC,ABC,CBB
BBB,CCC,ABA,BBB,BBC,ACC,BCB,BBB
BBB,CCC,BAB,BBC,BCA,CCB,CBC,BBB
BBB,CCC,ABB,BCC,CAA,CBB,BCC,BBB
BBB,CCC,BBC,CCB,AAB,BBC,CCB,BBA
BBA,CCC,BCC,CBA,ABB,BCC,CBB,BAB
BAA,CCC,CCC,BAB,BBB,CCB,BBC,ABB
AAA,CCC,CCB,ABB,BBB,CBB,BCB,BBB
AAB,CCC,CBB,BBC,BBC,BBB,CBC,BBC
ABB,CCC,BBB,BCC,BCC,BBC,BCC,BCC
BBC,CCC,BBB,CCA,CCC,BCB,CCB,CCB
BCC,CCC,BBB,CAA,CCC,CBB,CBB,CBB
CCC,CCC,BBB,AAA,CCB,BBA,BBC,BBB
CCB,CCC,BBC,AAB,CBA,BAA,BCC,BBC
CBB,CCC,BCB,ABB,BAB,AAB,CCC,BCC
BBB,CCC,CBB,BBC,ABB,ABB,CCB,CCC
BBC,CCC,BBB,BCB,BBA,BBC,CBB,CCC
BCB,CCC,BBC,CBB,BAA,BCB,BBB,CCC
CBB,CCC,BCC,BBB,AAB,CBB,BBB,CCB
BBB,CCC,CCC,BBC,ABB,BBA,BBB,CBC
BBC,CCC,CCC,BCB,BBB,BAC,BBB,BCB
BCB,CCC,CCB,CBC,BBB,ACB,BBB,CBB
CBB,CCC,CBB,BCB,BBB,CBB,BBB,BBB
BBA,CCC,BBC,CBC,BBA,BBA,BBB,BBB
BAC,CCC,BCB,BCA,BAA,BAA,BBB,BBB
ACC,CCC,CBB,CAB,AAB,AAB,BBB,BBA
CCC,CCC,BBC,ABC,ABB,ABB,BBA,BAA
CCB,CCC,BCA,BCC,BBB,BBA,BAB,AAA
CBB,CCC,CAA,CCB,BBB,BAA,ABA,AAA
BBB,CCC,AAA,CBA,BBA,AAB,BAA,AAB
BBB,CCC,AAB,BAC,BAA,ABA,AAB,ABA
BBB,CCC,ABA,ACB,AAA,BAA,ABB,BAA
BBB,CCC,BAA,CBC,AAA,AAC,BBB,AAB
BBB,CCC,AAB,BCB,AAA,ACC,BBA,ABB
BBB,CCC,ABC,CBB,AAB,CCC,BAB,BBA
BBA,CCC,BCB,BBB,ABB,CCB,ABB,BAB
BAA,CCC,CBB,BBB,BBB,CBB,BBB,ABB
AAA,CCC,BBC,BBB,BBB,BBB,BBB,BBA
AAA,CCC,BCC,BBB,BBB,BBB,BBB,BAB
AAB,CCC,CCB,BBC,BBC,BBB,BBB,ABB
ABB,CCC,CBB,BCC,BCC,BBB,BBB,BBB
BBB,CCC,BBB,CCC,CCB,BBB,BBC,BBA
BBB,CCC,BBB,CCB,CBA,BBB,BCC,BAB
BBB,CCC,BBA,CBB,BAB,BBB,CCB,ABA
BBC,CCC,BAA,BBB,ABB,BBB,CBB,BAB
BCC,CCC,AAB,BBA,BBB,BBB,BBB,ABB
CCC,CCC,ABA,BAA,BBC,BBB,BBB,BBB
CCB,CCC,BAA,AAB,BCC,BBA,BBB,BBB
CBC,CCC,AAA,ABB,CCC,BAA,BBB,BBB
BCB,CCC,AAB,BBB,CCC,AAA,BBB,BBB
CBC,CCC,ABB,BBB,CCC,AAA,BBB,BBA
BCB,CCC,BBA,BBB,CCC,AAB,BBA,BAB
CBB,CCC,BAB,BBB,CCB,ABB,BAA,ABA
BBC,CCC,ABC,BBB,CBC,BBB,AAA,BAB
BCC,CCC,BCC,BBA,BCB,BBC,AAA,ABB
CCA,CCC,CCC,BAB,CBB,BCC,AAA,BBC
CAA,CCC,CCC,ABB,BBB,CCC,AAB,BCB
AAA,CCC,CCB,BBB,BBC,CCC,ABA,CBC
AAB,CCC,CBB,BBB,BCB,CCB,BAA,BCC
ABB,CCC,BBA,BBB,CBB,CBB,AAA,CCC
BBB,CCC,BAB,BBB,BBC,BBA,AAA,CCB
BBB,CCC,ABB,BBB,BCB,BAA,AAA,CBC
BBB,CCC,BBA,BBB,CBA,AAB,AAA,BCC
BBA,CCC,BAA,BBC,BAB,ABC,AAA,CCB
BAA,CCC,AAA,BCC,ABA,BCB,AAB,CBB
AAB,CCC,AAB,CCC,BAA,CBB,ABB,BBB
ABB,CCC,ABB,CCB,AAA,BBB,BBB,BBB
BBB,CCC,BBB,CBB,AAA,BBC,BBC,BBC
BBB,CCC,BBB,BBB,AAB,BCC,BCC,BCB
BBB,CCC,BBB,BBB,ABB,CCB,CCC,CBB
BBB,CCC,BBB,BBB,BBB,CBB,CCC,BBB
BBB,CCC,BBB,BBA,BBB,BBC,CCC,BBB
BBB,CCC,BBB,BAA,BBB,BCA,CCB,BBB
BBC,CCC,BBC,AAA,BBB,CAC,CBC,BBB
BCA,CCC,BCB,AAA,BBA,ACB,BCC,BBB
CAC,CCC,CBB,AAA,BAB,CBB,CCC,BBA
ACC,CCC,BBA,AAA,ABB,BBC,CCB,BAB
CCB,CCC,BAA,AAB,BBB,BCC,CBB,ABB
CBC,CCC,AAB,ABB,BBB,CCB,BBB,BBA
BCC,CCC,ABC,BBA,BBC,CBB,BBB,BAA
CCC,CCC,BCC,BAB,BCC,BBB,BBC,AAB
CCB,CCC,CCB,ABB,CCC,BBB,BCC,ABB
CBB,CCC,CBB,BBA,CCB,BBB,CCC,BBB
BBA,CCC,BBB,BAA,CBB,BBB,CCB,BBB
BAA,CCC,BBB,AAC,BBB,BBB,CBA,BBB
AAA,CCC,BBC,ACC,BBB,BBB,BAB,BBC
AAB,CCC,BCC,CCB,BBC,BBC,ABB,BCB
ABB,CCC,CCB,CBA,BCC,BCB,BBC,CBC
BBA,CCC,CBB,BAB,CCB,CBB,BCC,BCB
BAA,CCC,BBC,ABB,CBB,BBB,CCB,CBC
AAB,CCC,BCC,BBA,BBB,BBB,CBB,BCB
ABB,CCC,CCB,BAB,BBB,BBB,BBB,CBC
BBB,CCC,CBB,ABB,BBB,BBC,BBB,BCB
BBA,CCC,BBB,BBA,BBB,BCC,BBB,CBC
BAB,CCC,BBB,BAA,BBB,CCB,BBB,BCB
ABC,CCC,BBC,AAA,BBA,CBA,BBB,CBB
BCC,CCC,BCB,AAA,BAA,BAB,BBB,BBB
CCC,CCC,CBB,AAA,AAA,ABB,BBB,BBB
CCC,CCC,BBC,AAA,AAB,BBA,BBB,BBC
CCB,CCC,BCB,AAB,ABB,BAC,BBB,BCB
CBB,CCC,CBA,ABB,BBB,ACB,BBB,CBB
BBB,CCC,BAB,BBB,BBB,CBB,BBB,BBB
BBA,CCC,ABA,BBC,BBB,BBB,BBC,BBC
BAB,CCC,BAB,BCB,BBB,BBB,BCC,BCC
ABB,CCC,ABB,CBB,BBB,BBB,CCC,CCB
BBB,CCC,BBA,BBB,BBC,BBA,CCB,CBB
BBB,CCC,BAA,BBB,BCB,BAA,CBC,BBC
BBC,CCC,AAA,BBB,CBA,AAA,BCB,BCB
BCC,CCC,AAB,BBA,BAB,AAB,CBB,CBB
CCB,CCC,ABB,BAA,ABA,ABA,BBB,BBA
CBC,CCC,BBC,AAB,BAA,BAB,BBC,BAA
BCC,CCC,BCC,ABB,AAC,ABA,BCB,AAA
CCC,CCC,CCB,BBB,ACB,BAA,CBB,AAA
CCB,CCC,CBC,BBB,CBC,AAB,BBA,AAB
CBB,CCC,BCC,BBC,BCC,ABA,BAB,ABA
BBC,CCC,CCB,BCB,CCB,BAB,ABB,BAB
BCC,CCC,CBB,CBC,CBC,ABB,BBB,ABB
CCB,CCC,BBA,BCC,BCC,BBA,BBB,BBA
CBC,CCC,BAB,CCC,CCC,BAA,BBA,BAB
BCB,CCC,ABB,CCB,CCB,AAA,BAB,ABB
CBB,CCC,BBA,CBB,CBB,AAB,ABB,BBC
BBC,CCC,BAB,BBC,BBB,ABB,BBB,BCC
BCB,CCC,ABB,BCB,BBB,BBB,BBB,CCA
CBA,CCC,BBC,CBB,BBB,BBB,BBB,CAA
BAA,CCC,BCB,BBA,BBB,BBB,BBB,AAA
AAA,CCC,CBB,BAB,BBA,BBC,BBB,AAB
AAA,CCC,BBA,ABB,BAB,BCC,BBB,ABB
AAA,CCC,BAB,BBB,ABB,CCC,BBB,BBB
