var,cluster
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/19,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/20,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/24,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/28,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/29,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/30,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/31,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/34,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/4,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/5,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/6,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/7,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/8,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_multicast-packets-sent_HundredGigE0/0/0/9,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/0,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/1,0
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/10,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/11,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/12,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/13,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/14,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/15,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/16,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/17,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/18,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/19,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/20,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/24,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/28,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/29,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/30,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/31,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/34,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/4,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/5,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/6,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/7,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/8,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-received_HundredGigE0/0/0/9,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/0,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/1,0
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/10,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/11,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/12,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/13,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/14,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/15,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/16,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/17,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/18,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/19,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/20,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/24,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/28,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/29,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/30,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/31,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/34,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/4,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/5,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/6,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/7,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/8,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_packets-sent_HundredGigE0/0/0/9,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/10,6
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/12,5
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/13,6
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/14,5
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/15,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/16,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/2,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/20,6
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/21,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/22,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/23,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/24,3
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/25,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/26,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/27,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/28,3
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/29,3
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/3,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/32,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/33,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/34,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-received_HundredGigE0/0/0/35,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/10,6
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/12,5
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/13,6
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/14,6
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/15,6
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/16,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/2,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/20,6
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/21,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/22,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/23,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/25,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/26,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/27,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/28,3
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/29,3
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/3,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/32,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/33,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/34,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_seconds-since-packet-sent_HundredGigE0/0/0/35,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_generic-counters_unknown-protocol-packets-received_HundredGigE0/0/0/34,2
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_broadcast-packets-received_HundredGigE0/0/0/10,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_broadcast-packets-sent_HundredGigE0/0/0/10,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/0,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/1,0
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/10,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/11,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/12,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/13,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/14,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/15,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/16,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/17,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/18,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/19,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/20,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/24,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/28,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/29,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/30,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/31,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/34,4
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/4,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/5,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/6,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/7,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/8,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-received_HundredGigE0/0/0/9,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/0,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/1,0
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/10,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/11,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/12,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/13,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/14,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/15,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/16,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/17,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/18,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/19,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/20,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/24,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/28,0
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/29,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/30,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/31,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/34,4
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/4,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/5,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/6,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/7,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/8,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_bytes-sent_HundredGigE0/0/0/9,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_carrier-transitions_HundredGigE0/0/0/10,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/0,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/1,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/10,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/11,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/12,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/13,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/14,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/15,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/16,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/17,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/18,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/19,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/2,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/20,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/21,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/22,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/23,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/24,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/25,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/26,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/27,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/28,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/29,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/3,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/30,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/31,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/32,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/33,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/34,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/35,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/4,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/5,1
Cisco-IOS-XR-infra-statsd-oper_infra-statistics_interfaces_interface_cache_interfaces-mib-counters_last-data-time_HundredGigE0/0/0/6,1
